DateTime,SPX.GI,DJI.GI,IXIC.GI,GSPTSE.GI,IBOVESPA.GI,MERV.GI,MXX.GI,FTSE.GI,FCHI.GI,GDAXI.GI,FTSEMIB.FI,IBEX.GI,SSMI.GI,BFX.GI,AEX.GI,N225.GI,SENSEX.BO,STI.GI,AS51.GI,KS11.GI,000001.SH,399001.SZ,000300.SH,HSI.HI,NZ50.GI,SETI.GI,136647.MI,IPSA.GI,ISEQ.GI,BVLX.GI,KAX.GI,HEX.GI,OSEAX.GI,OMXS30.GI
2000/01/04,1399.42,10997.94,3901.69,8202.6,15851,522.97,6675.27,6665.9,5672.02,6586.95,40314,11206.6,7268.1,3172.21,642.25,19002.86,5491.01,2549.01,3093.7,1059.04,1406.371,3497.06,NaN,17072.82,NaN,498.46,NaN,1121.88,4940.21,2608.28,252.78,14184.92,177.024,1182.03
2000/01/05,1402.11,11122.66,3877.54,8119.42,16245.1396,532.68,6764.31,6535.9,5479.7,6502.07,39452,10863.1,7181.3,3057.53,632.31,18542.55,5357,2425.9,3018.7,986.31,1409.682,3486.285,NaN,15846.72,NaN,465.85,NaN,1124.06,4893.01,2537.69,246.98,13012.04,172.38,1131.3
2000/01/06,1403.45,11253.27,3727.13,8114.24,16106.8896,528.47,6751.65,6447.2,5450.11,6474.92,38835,10863.1,7280.6,3061.09,624.21,18168.27,5421.53,2409,2999.3,960.79,1463.942,3655.199,NaN,15153.23,NaN,443.46,NaN,1120.54,4893.8,2598.79,249.47,13012.04,173.991,1131.3
2000/01/07,1441.47,11522.56,3882.62,8429.42,16309.1504,522.12,7047.09,6504.8,5539.61,6780.96,40194,11102.4,7448,3138.55,644.86,18193.41,5414.48,2449.96,3023.4,948.65,1516.604,3828.04,NaN,15405.63,NaN,453.31,NaN,1127.58,4913.76,2649.62,251.79,13539.92,177.515,1152.54
2000/01/10,1457.6,11572.2,4049.67,8602.5,17022.1309,519.97,7333.7,6607.7,5646.12,6925.52,39711,11173.3,7452.8,3203.75,655.14,18193.41,5518.39,2457.59,3084,987.24,1545.112,3921.484,NaN,15848.15,NaN,459.47,NaN,1146.9,5010.44,2686.5,256.63,13857.37,181.78,1181.44
2000/01/11,1438.56,11511.09,3921.19,8442.61,16572.7207,520.89,7143.13,6518.9,5613.9,6891.25,39870,11012.4,7420.1,3148.9,648.94,18850.92,5296.3,2449.74,3160.8,981.33,1479.781,3716.784,NaN,15862.1,NaN,452.48,NaN,1142.03,5048.09,2694.27,257.89,13700.38,180.814,1190.34
2000/01/12,1432.25,11551.11,3850.02,8359.96,16616.8691,518.7,7174.1,6532.8,5582.5,6912.81,40289,10851.8,7440.2,3110.25,638.4,18677.42,5491.2,2452.61,3088.4,955.01,1438.02,3605.825,NaN,15714.2,NaN,459.62,NaN,1153.54,5072.37,2697.17,254.17,13591.95,177.966,1190.15
2000/01/13,1449.68,11582.44,3957.21,8417.94,17298.0703,560.07,7274.52,6531.5,5633.24,6955.98,40499,10931.9,7436.9,3133.58,642.21,18833.29,5444.82,2412.51,3078.9,951.05,1424.442,3580.982,NaN,15633.96,NaN,458.4,NaN,1196.08,5031.4,2739.64,256.4,14063.55,180.774,1195.48
2000/01/14,1465.15,11722.98,4064.27,8357.46,17657.9492,566.08,7381.49,6658.2,5787.44,7173.22,41588,11184,7513.9,3128.5,655.6,18956.55,5471.27,2418.57,3115.4,948.03,1408.848,3542.82,NaN,15542.23,NaN,474.37,NaN,1214.33,5063.82,2739.64,256.24,14602.51,182.161,1217.95
2000/01/17,1465.15,11722.98,4064.27,8479.27,18053.2207,567.74,7447.12,6669.5,5842.78,7258.9,41546,11285.6,7507,3074.18,661.51,19437.23,5404.07,2367.16,3121.5,983.27,1433.33,3594.649,NaN,15574.56,NaN,477.09,NaN,1229.55,5072.9,2843.83,257.75,14826.94,182.134,1245.69
2000/01/18,1455.14,11560.73,4130.81,8589.65,17903.2305,577.9,7303.32,6504.6,5672.95,7072.12,41109,11066.3,7384.1,2972.1,647.72,19196.57,5464.51,2343.04,3128,981.53,1426.623,3571.974,NaN,15789.2,NaN,484.16,NaN,1217.36,5094.54,2863.44,253.25,14497.43,181.942,1215.4
2000/01/19,1455.9,11489.37,4151.29,8635.07,17470.2402,581.52,7171.2,6445.4,5649.46,7091.04,41436,11120.7,7336.8,2977.53,642.59,18897.75,5478.24,2286.65,3080.5,938.78,1440.724,3603.857,NaN,15275.34,NaN,486.33,NaN,1210.76,4973.83,2840.92,252.77,14294.27,181.9,1213.77
2000/01/20,1445.57,11351.3,4189.51,8682.93,17176.7305,578.77,7036.79,6348.7,5709.74,7112.66,41690,11047.6,7251.2,2971.57,644.79,19008.01,5355.8,2347.34,3112.5,945.9,1466.863,3668.842,NaN,15215.31,NaN,486.64,NaN,1210.74,4924.95,2823.22,254.72,14454.85,182.919,1217.73
2000/01/21,1441.36,11251.72,4235.4,8634.5,17034.2109,570,6890.78,6346.3,5681.32,6992.75,41702,10969.3,7236,2930.97,641.47,18878.09,5423.05,2285.61,3073.4,925.16,1465.085,3702.088,NaN,15108.41,NaN,478.92,NaN,1208.18,4902.97,2815.33,257.21,14404.71,183.134,1218.19
2000/01/24,1401.53,11008.17,4096.08,8458.75,16971.7305,568.17,6855.35,6379.8,5690.86,6931.99,42012,10955,7127.9,2925.35,645.53,19056.71,5458.06,2256.84,3069.7,926.77,1477.344,3734.725,NaN,15167.55,NaN,477.22,NaN,1180.7,4895.26,2860.45,261.48,14722.71,185.454,1229.51
2000/01/25,1410.03,11029.89,4167.41,8505.48,16971.7305,563.5,6885.88,6274.1,5597.5,6809.64,41165,10863.5,6954.8,2857.82,640.03,18895.53,5367.79,2255.12,3048.7,891.22,1476.506,3726.058,NaN,15103.04,NaN,473.22,NaN,1166.4,4818.71,2850.65,256.22,14549.27,181.788,1215.41
2000/01/26,1404.09,11032.99,4069.91,8582.57,17105.2598,581.9,6918.94,6375.6,5646.32,6969.37,41361,11031.4,6963.6,2878.83,637.39,19111.19,5367.79,2266.75,3048.7,885.54,1481.117,3737.986,NaN,15427.72,NaN,469.22,NaN,1166.07,4780.98,2878.63,257.04,14649.95,183.534,1226.31
2000/01/27,1398.56,11028.03,4039.56,8645.84,17081.1602,580.6,6854.39,6441,5688.35,7126.13,41939,11206.6,7113.4,2891.47,634.87,19209.72,5369.1,2303.69,3051.4,909.23,1506.767,3844.965,NaN,15917.81,NaN,474.91,NaN,1161.57,4845.59,2896.42,255.4,14715.62,183.5,1214.75
2000/01/28,1360.16,10738.88,3887.07,8390.4,16734.3906,568.75,6648.48,6375.6,5731.05,7066.6,41854,11009.3,7029.6,2884.6,632.46,19434.78,5335.8,2275.89,3064.6,941.67,1534.997,3952.407,NaN,16185.94,NaN,477.45,NaN,1163.14,4902.97,2877.32,256.97,15282.8,182.976,1245.99
2000/02/14,1389.94,10519.85,4418.55,9314.54,17819.0098,634.09,7558.23,6068.6,6268.32,7644.8,47395,12458.6,6921.7,2839.91,654.72,19556.46,5924.31,2237.87,3122.2,910.87,1673.943,4322.373,NaN,17188.96,NaN,447.56,NaN,1201.3,5046.1,3135.5,267.18,15522.65,186.712,1350.31
2000/02/15,1402.05,10718.1,4420.77,9356.06,17920.7305,630.7,7574.64,6005.2,6092.63,7396.13,45726,12165.1,6806.4,2832.35,652.34,19367.83,5803.19,2209.94,3152.3,879.7,1670.67,4394.694,NaN,16688.16,NaN,430.97,NaN,1190.25,5038.82,3093.04,265.8,15395.11,184.786,1309.94
2000/02/16,1387.67,10561.42,4427.65,9428.61,18112.4707,629.52,7600.72,6147.4,6046.27,7490.32,46446,12235.1,6933.3,2830.28,660.72,19599.18,5725.5,2218.66,3150.4,879.5,1693.109,4457.414,NaN,17043.39,NaN,422.83,NaN,1172.11,5021.43,3105.64,274.16,15350.55,183.341,1343.31
2000/02/17,1388.26,10514.57,4548.92,9463.54,17979.4102,630.21,7538.19,6209.3,6154.96,7580.53,46807,12326.7,7029.4,2820.69,667.97,19791.4,5835.15,2241.87,3140.8,897.52,1640.649,4313.971,NaN,16981.23,NaN,405.81,NaN,1163.78,5052.2,3160.46,275.48,15475.38,182.33,1352.06
2000/02/18,1346.09,10219.53,4411.74,9295.51,17625.0195,618.7,7345.57,6165,6062.72,7573.78,46602,12368,7047,2800.1,655.17,19789.03,5721.65,2179.75,3114.9,879.14,1668.091,4356.603,NaN,16599.16,NaN,408.35,NaN,1135.79,5044.59,3191.27,279.6,15940.1,182.713,1371.35
2000/02/21,1346.09,10219.53,4411.74,9231.16,17699.7598,621.83,7314.97,6081.6,5967.28,7590.53,46014,12260.3,6962.7,2780.48,649.34,19543.75,5876.89,2120.39,3114.9,845.32,1677.136,4344.488,NaN,16322.37,NaN,408.35,NaN,1133.8,4956.99,3184.06,277.39,15646.21,180.834,1376.3
2000/02/22,1352.17,10304.85,4382.12,9194.86,17489.3301,621.47,7234.76,6014.7,5963.31,7607.94,46034,12076.9,7037.5,2721.34,647.28,19390.58,5883.33,2114.11,3097,850.02,1632.294,4186.695,NaN,16255.17,NaN,379.43,NaN,1106.03,4982.53,3205.88,274.9,15610.37,182.752,1347.83
2000/02/23,1360.69,10225.73,4550.33,9314.96,17833.3906,626.69,7462.12,6144.1,6031.25,7698.97,47134,12312.3,7091.7,2730,652.52,19519.55,5642.46,2142.69,3101.1,880.67,1594.93,4072.469,NaN,16376.79,NaN,389,NaN,1109.97,5027.88,3298.31,277.97,15734.13,185.087,1365.03
2000/02/24,1353.43,10092.64,4617.65,9214.18,17775.7891,636.22,7410.82,6086.7,6078.78,7640.53,46907,12352.3,7043.8,2765.79,653.55,19571.44,5810.17,2127.71,3099.6,867.37,1634.309,4221.842,NaN,17058.66,NaN,395.1,NaN,1093.26,5054.66,3297.17,276.36,16180.41,186,1379.84
2000/02/25,1333.36,9862.12,4590.5,9141.17,17786.8203,636.39,7304.35,6198,6188.64,7738.68,48235,12690.9,6989.1,2761.46,662.56,19817.88,5623.08,2143.04,3111.2,864.76,1631.576,4262.819,NaN,17200.98,NaN,406.66,NaN,1077.79,5045.27,3345.91,276.27,16568.25,184.994,1427.61
2000/02/28,1348.05,10038.66,4577.85,9223.42,17542.6992,634.6,7336.65,6099.6,6102.73,7587.13,47746,12467,6917.8,2727.49,654.54,19720.1,5740.69,2130.99,3106.7,819.01,1704.855,4481.739,NaN,16984.44,NaN,388.39,NaN,1079.71,5012.95,3338.43,268.5,16172.89,183.546,1432.47
2000/02/29,1366.42,10128.31,4696.69,9128.99,17660.1992,631.64,7368.55,6232.6,6190.96,7644.55,48479,12585.8,6910.1,2746.08,664.28,19959.52,5446.98,2163.75,3124.6,828.38,1714.578,4484.164,NaN,17169.44,NaN,374.32,NaN,1106.23,5116.42,3332.26,267.3,16302.55,184.956,1433.08
2000/03/01,1379.19,10137.93,4784.08,9411.58,17953.0098,627.41,7614.83,6364.9,6256.32,7727.93,48676,12538.7,6959.1,2756.03,668.64,20081.67,5642.12,2163.07,3187.2,828.38,1697.744,4427.201,NaN,16843.59,NaN,371.56,NaN,1131.6,5268.38,3325.53,273,16217.75,188.563,1463.75
2000/03/02,1381.76,10164.92,4754.51,9516.06,18015.5,639.37,8007.76,6432.1,6477.55,7945.77,49464,12709.6,7052.4,2777.18,672.59,20065.11,5528.31,2147.78,3219.8,894.66,1713.014,4443.524,NaN,16936.81,NaN,391.39,NaN,1132.18,5326.86,3332.65,280.53,16774.81,187.012,1515.62
2000/03/03,1409.17,10367.2,4914.79,9462.9,18631.7305,645.29,8131.27,6487.5,6514.11,7960.03,49169,12745,7025.3,2746.84,680.51,19927.54,5378.27,2138.95,3232.6,894.83,1738.021,4488.269,NaN,17285.24,NaN,383.13,NaN,1144.95,5312.83,3372.3,287.11,17636.41,188.357,1530.02
2000/03/06,1391.28,10170.51,4904.85,9580.87,18631.7305,630.49,7964.87,6567.8,6545.98,7975.78,50109,12816.8,7087.7,2735.17,680.22,19796.35,5520.69,2164.45,3214,909.33,1681.085,4316.112,NaN,17758.76,NaN,379.27,NaN,1136.11,5301.91,3371.92,289.35,18277.35,189.203,1537.33
2000/03/07,1355.62,9796.04,4847.84,9425.48,18631.7305,617.78,8005.95,6466.5,6441.85,8064.97,48925,12667.2,7050.2,2698.78,677.21,19944.24,5589.85,2158.41,3232.5,907.34,1694.798,4399.951,NaN,17865.36,NaN,380.35,NaN,1118.44,5309.24,3371.92,292.56,17962.01,194.049,1539
2000/03/08,1366.7,9856.54,4897.17,9281.14,18282.9297,617.2,8295.2,6411.2,6344.97,7987,48810,12668.3,6945.5,2690.06,674.75,19766.8,5511.42,2151.39,3207.9,915.94,1726.033,4498.219,NaN,17951.43,NaN,385.56,NaN,1138.59,5272.79,3362.78,291.42,17266.84,194.003,1480.78
2000/03/09,1401.69,10010.73,5046.86,9413.67,18650.4609,618.17,8319.67,6532.1,6423.43,7949.15,49233,12563.2,6902,2655.65,668.09,19662.33,5328.79,2150.68,3188,884.59,1732.346,4548.685,NaN,17637.03,NaN,393.23,NaN,1121.72,5259.39,3355.18,292.47,17192.27,193.642,1481.87
2000/03/10,1395.07,9928.83,5048.62,9487.1,18280.3496,609.98,8177.42,6568.7,6510.28,7975.95,49355,12513.7,6907.9,2594.07,676.61,19750.4,5301.78,2179.9,3189.3,891.36,1705.049,4463.656,NaN,17831.86,NaN,402.4,NaN,1123.13,5292.67,3348.35,299.27,17716.74,193.207,1504.02
2000/03/13,1383.62,9947.13,4907.24,9461.57,17594.8203,606.58,8003.72,6466.9,6336.93,7693.85,48208,12359.7,6781.4,2532.24,658.06,19189.93,5129.22,2126.82,3185.9,854.66,1728.875,4495.922,NaN,17096.68,NaN,390.15,NaN,1106.04,5255.46,3275.04,296.15,17085.76,188.11,1466.58
2000/03/14,1359.15,9811.24,4706.63,9393.83,17221.8809,609.08,7835.63,6487.1,6350.35,7650.05,48181,12555.8,6838.2,2579.05,661.19,19141.84,5175.71,2134.63,3178.7,846.74,1685.347,4371.559,NaN,16929.16,NaN,400.37,NaN,1101.02,5254.49,3292.72,294.58,17590.58,189.749,1466.87
2000/03/15,1392.15,10131.42,4582.62,9293.61,17381.5996,606.13,7987.85,6447,6188.94,7414.46,46692,12279.5,6856.3,2721.82,644.03,19078.6,5249.76,2103.15,3159.7,837.53,1681.471,4333.892,NaN,16747.2,NaN,386.2,NaN,1105.87,5181.09,3207.1,285.39,16451.41,185.143,1409.77
2000/03/16,1458.47,10630.61,4717.39,9488.04,17642.2207,616.99,7982.42,6557.2,6258.53,7583.96,47485,12260.9,7131.5,2906.66,663.39,19253.23,5102.41,2103.15,3171.8,841.22,1607.527,4131.543,NaN,16359,NaN,395.83,NaN,1114.73,5364.2,3193.35,289.7,15834.77,184.793,1407.84
2000/03/17,1464.47,10595.24,4798.13,9528.81,17511.2402,606.17,7985.34,6558,6304.28,7710.92,48125,12369.8,7100.6,2835.08,672.18,19566.32,5102.41,2162.86,3200.4,855.57,1658.601,4315,NaN,17082.99,NaN,399.74,NaN,1121.13,5364.2,3206.94,298.77,16414.82,183.505,1444.19
2000/03/20,1456.63,10680.25,4610,9568.33,17525.5898,602.45,7906.39,6624.5,6352.51,7872.38,47354,12362.4,7166.9,2852.02,671.65,19566.32,5102.41,2157.2,3237.7,850.51,1699.248,4367.73,NaN,17234.46,NaN,400.99,NaN,1124.9,5496.06,3197.21,299.64,16820.44,184.05,1490.38
2000/03/21,1493.87,10907.35,4711.68,9651.4,18342.7891,593.65,7906.39,6617.9,6320.87,7807.93,46756,12308.3,7266.3,2800.39,672.6,19602.36,5133.24,2182.56,3248.8,863.41,1710.324,4387.27,NaN,17199.98,NaN,398.26,NaN,1134.1,5478.25,3197.21,300.2,16352.22,182.284,1479.51
2000/03/22,1500.64,10866.7,4864.75,9871.55,18314,597.66,7782.61,6609.6,6279.29,7798.62,45921,12172.2,7388.2,2891,679.35,19733.59,5201.87,2194.54,3276.4,882.43,1720.446,4439.087,NaN,17547.04,NaN,395.15,NaN,1128.78,5455,3087.02,298.64,16872.63,184.093,1496.01
2000/03/23,1527.35,11119.86,4940.61,9990.13,18331.0508,605.35,7943.51,6594.6,6268.31,7694.78,45938,12073.3,7360.2,2907.93,671.89,19704.6,5115.02,2190.31,3248.8,867.62,1747.241,4492.432,NaN,17710.58,NaN,399.03,NaN,1131.86,5461.53,3022.58,295.09,17006.17,184.204,1467.11
2000/03/24,1527.46,11112.73,4963.03,10052.68,18674.5293,607.99,8093.58,6738.5,6364.26,7932.42,47258,12213.8,7440.4,2919.33,683.48,19958.08,5141.42,2199.6,3251.5,889.24,1730.499,4461.659,NaN,17784.57,NaN,404.16,NaN,1149.1,5512.5,3139.45,297.61,17579.16,185.015,1478.75
2000/03/27,1523.86,11025.86,4958.56,10043.04,18951.4805,603.27,8139.5,6687.2,6450.85,7892.49,47051,12162,7366,2821.42,682.12,20281.03,5146.3,2262.52,3227.9,886.71,1775.914,4571.664,NaN,18292.86,NaN,408.24,NaN,1158.38,5466.69,3114.7,297.36,17648.99,183.468,1473.53
2000/03/28,1507.73,10936.12,4833.89,9922.85,18337.9004,588.93,7952.2,6650.1,6524.3,7931.93,46827,12211.1,7372.1,2851.84,687.94,20374.34,5156.12,2243.78,3230.2,891.29,1791.441,4591.12,NaN,18301.69,NaN,412.44,NaN,1143.93,5460.49,3111.88,299.8,17790.24,183.768,1440.67
2000/03/29,1508.52,11018.72,4644.67,9702.16,18053.3594,583.42,7885.23,6598.8,6505.48,7864.76,46839,12088.6,7401.5,2826.82,682.73,20706.65,5102.46,2225.02,3225.9,908.51,1788.807,4559.863,NaN,18096.37,NaN,410.69,NaN,1137.12,5606.99,3065.94,294.38,17793.22,182.122,1427.88
2000/03/30,1487.92,10980.25,4457.89,9394.02,17646.7695,576.53,7604.49,6445.2,6313.82,7644.89,45616,11833.4,7382.8,2778.29,664.46,20441.5,5041.08,2152.53,3194.1,889.95,1810.984,4580.821,NaN,17467.15,NaN,399.59,NaN,1121.62,5595.75,3008.46,289.39,16244.16,178.609,1387.21
2000/03/31,1498.58,10921.93,4572.83,9462.39,17820.3691,569.24,7473.25,6540.2,6286.05,7599.39,45392,11935,7428.1,2777.84,662.29,20337.32,5001.28,2150.24,3133.3,860.94,1800.225,4532.313,NaN,17406.54,NaN,400.32,NaN,1129.76,5647.6,3037.87,291.95,16685.79,181.852,1383.66
2000/04/03,1505.97,11221.94,4223.68,9374.73,17245.4707,566.08,7378.82,6462.1,6130.27,7429.22,44218,11686.4,7522.8,2824.12,650.92,20726.99,5052.94,2086.22,3191,846.44,1801.003,4508.084,NaN,16892.93,NaN,399.74,NaN,1119.02,5648.5,2993.87,288.72,16045.05,179.766,1368.99
2000/04/04,1494.73,11164.85,4148.89,9141.84,16757.9297,558,7194.83,6427,6221.94,7522.8,44987,11584.2,7606.4,2900.06,655.85,20594.93,4691.46,2066.09,3176.8,830.16,1760.692,4413.747,NaN,16892.93,NaN,392.7,NaN,1103.34,5646.5,2892.62,285.51,15710.94,178.88,1359.11
2000/04/05,1487.37,11033.93,4169.22,9226.53,16714.3691,548.27,7272.84,6379.3,6036.94,7330.77,43815,11374.6,7490.4,2885.79,640.57,20462.77,4757.06,2058.89,3155.4,830.16,1771.199,4442.218,NaN,16318.44,NaN,395.33,NaN,1120.92,5510.98,2889.84,279.62,15260.23,169.827,1320.59
2000/04/06,1501.34,11114.28,4267.56,9441.27,17146.1309,559.51,7462.93,6451.1,6224.02,7446.21,45060,11607.9,7476.1,2898.22,658.62,20223.61,4866.73,2104.28,3157.1,804.35,1809.141,4527.666,NaN,16491.39,NaN,395.33,NaN,1129.2,5589.54,2998.64,285.16,16438.34,175.451,1386.93
2000/04/07,1516.35,11111.49,4446.45,9465.19,17513.7207,575.59,7540.09,6569.9,6308.04,7522.2,45275,11790.6,7450.8,2868.17,671.34,20252.81,5219.2,2146.88,3182,837.38,1819.896,4556.892,NaN,16941.68,NaN,403.45,NaN,1155.19,5505.9,3059.99,284.36,16916.68,178.009,1408.66
2000/04/10,1504.46,11186.57,4188.2,9460.94,16783.3203,567.36,7375.54,6533.4,6364.9,7516.95,45206,11768.7,7410.7,2861.37,672.03,20619.06,5442.86,2126.76,3201.4,870.17,1826.061,4546.442,NaN,16850.74,NaN,403.32,NaN,1146.54,5435.82,3055.42,277.99,16690.97,178.48,1414.2
2000/04/11,1500.59,11287.09,4055.9,9358.03,16539.3496,559.08,7234.71,6379.2,6261.42,7442.66,44123,11515.3,7471.5,2913.37,660.62,20522.52,5541.54,2128.94,3173,855.05,1821.174,4595.07,NaN,16487.66,NaN,400.74,NaN,1141.71,5372.03,2932.71,270.14,15458.39,175.102,1368.65
2000/04/12,1467.17,11125.14,3769.63,9047.67,16323.3604,553.37,7016.69,6350.8,6238.7,7443.07,44511,11542.1,7550.6,2970.73,661.29,20833.21,5426.82,2126.38,3148.7,837.01,1807.328,4538.653,NaN,16577.09,NaN,414.45,NaN,1126.85,5474.55,2923.62,276.95,15558.84,175.632,1340.84
2000/04/13,1440.51,10923.55,3676.78,8965.41,15500.8096,541.98,6860.26,6357,6264.34,7449.06,44616,11647.2,7581.3,2994.05,660.26,20526.42,5172.13,2156.03,3099.7,837.01,1831.548,4601.474,NaN,16352.56,NaN,414.45,NaN,1111.74,5474.56,2923.38,280.05,15080.51,173.754,1312.51
2000/04/14,1356.56,10305.78,3321.29,8473.51,14794.3398,509.28,6315.91,6178.1,6065.71,7214.83,43449,11363.9,7494.4,2951.14,650.54,20434.68,5172.13,2159.61,3111.9,800.89,1833.665,4619.186,NaN,16142.76,NaN,414.45,NaN,1091.78,5494.39,2822.96,267.31,14367.38,169.543,1275.73
2000/04/17,1401.44,10582.52,3539.16,8769.56,14815.6797,508.93,6308.26,5994.6,6060.54,7187.14,42651,11217.3,7329.6,2897.1,637.87,19008.64,4880.71,1982.66,2943.9,707.72,1795.058,4544.482,NaN,14762.37,NaN,392.88,NaN,1080.63,5313.87,2838.81,261.45,14263.21,166.425,1291.18
2000/04/18,1441.61,10767.42,3793.57,9069.5,15408.4004,517.3,6684,6074,6147.44,7196.49,43003,11261.5,7340.2,2934.8,646.43,18969.52,4745.47,2005.19,3010.3,747.3,1813.495,4568.434,NaN,15278.32,NaN,385.25,NaN,1083.09,5358.47,2854.17,270.12,14938.56,168.647,1325.83
2000/04/19,1427.47,10674.97,3706.41,9034.01,14926.1504,508.88,6446.67,6184.9,6166.46,7216.71,43061,11339.8,7354.1,2881.72,654.17,19086.62,4665.81,2067.5,3069.2,755.08,1828.71,4574.25,NaN,15427.2,NaN,391.22,NaN,1083.19,5436.04,2834.96,272.64,15706.9,172.049,1367.19
2000/04/20,1434.54,10844.06,3643.88,8959.69,15203.21,508.88,6446.67,6241.2,6234.51,7157.95,44077,11502,7371.1,2843.73,657.97,18959.32,4657.42,2090.51,3069.7,761.25,1847.027,4588.805,NaN,15367.14,NaN,389.48,NaN,1093.79,5373.17,2844.92,272.64,15876.3,172.049,1347.91
2000/04/21,1434.54,10844.06,3643.88,8959.69,15203.21,508.88,6446.67,6241.2,6234.51,7157.95,44077,11502,7371.1,2843.73,657.97,18252.68,4657.42,2090.51,3069.7,767.16,1841.064,4559.354,NaN,15367.14,NaN,395.06,NaN,1093.79,5373.17,2844.92,272.64,15876.3,172.049,1347.91
2000/04/24,1429.86,10906.1,3482.48,8822.48,14794.2305,505.61,6444.13,6241.2,6234.51,7157.95,44077,11502,7371.1,2843.73,657.97,18480.15,4511.05,2066.74,3069.7,747.58,1837.398,4533.51,NaN,15367.14,NaN,395,NaN,1078.85,5373.17,2844.92,272.64,15876.3,172.049,1347.91
2000/04/25,1477.44,11124.83,3711.23,9108.41,15400.5801,515.69,6756.95,6283,6320.29,7280.51,44621,11425.5,7433.2,2830.36,659.31,18272.33,4533.99,2080.43,3069.7,737.2,1833.469,4528.921,NaN,15380.01,NaN,396.48,NaN,1098.87,5379.78,2844.92,282.83,15408.93,172.633,1348.83
2000/04/26,1460.99,10945.5,3630.09,9378,15446.3604,514.01,6751.07,6256.5,6390.87,7388.55,44606,11481.5,7437.8,2871.4,666.36,18134.31,4792.95,2128.6,3117.3,713.23,1832.779,4554.846,NaN,15227.39,NaN,394.56,NaN,1097.97,5442.63,2864.42,292.48,16092.35,174.078,1379.09
2000/04/27,1464.92,10888.11,3774.03,9322.66,15440.1104,505.89,6844.78,6179.3,6247.86,7221.74,44206,11273,7400.8,2825.21,649.92,18019.17,4679.63,2173.73,3106.3,692.07,1806.83,4553.952,NaN,15192.87,NaN,393.36,NaN,1091.39,5371.01,2836.65,286.4,16844.56,171.666,1403.81
2000/04/28,1452.43,10733.92,3860.66,9347.61,15537.5996,509.51,6640.68,6327.4,6419.72,7414.68,44801,11467.9,7406.2,2813.28,661.38,17973.7,4657.55,2176.63,3115.8,725.39,1836.321,4683.17,NaN,15519.3,NaN,390.4,NaN,1074.95,5384.12,2873.63,284.15,17734.54,175.788,1429.61
2000/05/08,1424.17,10603.64,3669.38,9337.54,14890.96,475.7,6324.42,6216.3,6514.42,7408.09,45672,11304,7521.3,2816.45,668.87,18199.96,4463.4,2052.31,3106.2,770.24,1836.637,4651.649,NaN,14901,NaN,366.17,NaN,1074.26,5477.12,2881.78,284.39,17399.62,182.241,1411.02
2000/05/09,1412.14,10536.75,3585.01,9294.39,14581.5195,483.77,6196.09,6123.8,6369.61,7280.54,44967,11071.7,7595.4,2840.12,663.46,17844.54,4578.49,2063.93,3086.1,760.85,1806.638,4554.061,NaN,14776.9,NaN,357.77,NaN,1078.04,5407.14,2847.95,283.64,17124.64,183.127,1398.63
2000/05/10,1383.05,10367.79,3384.73,9097.1,14433.8096,457.86,6083.98,6100.6,6263.34,7120.86,44879,10832.3,7587.5,2827.87,657.5,17701.47,4458.4,2024.96,3043.4,759.51,1752.689,4438.823,NaN,14492.92,NaN,343.53,NaN,1070.98,5370.07,2785.63,282.84,15830.72,181.331,1359.32
2000/05/11,1407.81,10545.97,3499.58,9132.61,14498.54,457.39,6104.83,6245.9,6380.13,7259.48,45292,11036.3,7706.9,2832.96,658.83,16882.46,4251.36,1972.97,2996.4,759.51,1724.048,4367.384,NaN,14492.92,NaN,336.54,NaN,1082.69,5282.26,2825.37,278.89,16379.44,182.183,1358.68
2000/05/12,1420.96,10609.37,3529.06,9211.8,14458.9404,460.13,6255.35,6283.5,6449.27,7269.28,45707,11102.6,7736.7,2840.57,668.3,17357.86,4107.14,1992.84,3034.8,740.3,1720.608,4378.451,NaN,15111.94,NaN,345.67,NaN,1124.84,5312.15,2826.17,283.5,17189.53,185.069,1384.06
2000/05/15,1452.36,10807.78,3607.65,9281.89,15055.5303,472.18,6343.29,6247.7,6392.27,7195.15,45689,11009.3,7722.9,2872.77,667.06,17313.69,4212.53,1989.42,3051.1,728.67,1704.587,4296.919,NaN,14881.3,NaN,339.37,NaN,1166.13,5338.18,2785.51,283.15,16516.26,184.72,1369.1
2000/05/16,1466.04,10934.57,3717.57,9582.03,15360.4004,472.07,6366.69,6318.4,6557.39,7371.06,46568,11220.7,7768,2898.5,676.81,17551.25,4230.13,2032.26,3089.2,746.77,1724.538,4346.123,NaN,15160.29,NaN,350.22,NaN,1165.19,5429.92,2830.82,287.95,17508.97,187.207,1428.89
2000/05/17,1447.8,10769.74,3644.96,9552.83,14870.5303,461.48,6189.09,6196.2,6453.05,7211.51,45492,10905.3,7728.7,2901.48,668.17,17404.03,4234.23,2006.56,3074.8,727.18,1725.398,4357.094,NaN,14827.81,NaN,350.22,NaN,1150.35,5384.47,2797.97,286.24,17106.48,187.207,1416.34
